images,labels,split
NFL/Nfl046.jpg,0,train
NML/Nml089.jpg,0,train
Gzl/gzl88.jpg,0,train
FAL/Fal012.jpg,0,train
FBL/FBL032.JPG,0,train
NCL/Ncl006.jpg,0,train
NCL/Ncl035.jpg,0,train
NCL/Ncl050.jpg,0,train
NCL/Ncl076.jpg,0,train
NHL/Nhl013.jpg,0,train
NIL/Nil033.jpg,0,train
NLL/Nll030.jpg,0,train
NLL/NLL034.JPG,0,train
NLL/Nll060.jpg,0,train
NLL/Nll072.jpg,0,train
NML/Nml030.jpg,0,train
Adl/Adl381.jpg,0,train
A2l/Abl108.jpg,0,train
A1l/Aal048.jpg,0,train
A2l/Abl135.jpg,0,train
A2l/Abl141.jpg,0,train
A2l/Abl147.jpg,0,train
A2l/Abl157.jpg,0,train
A2l/Abl185.jpg,0,train
A3l/Acl271.jpg,0,train
Adl/Adl311.jpg,0,train
Adl/Adl321.jpg,0,train
Ael/Ael431.jpg,0,train
Ael/Ael452.jpg,0,train
Gzl/gzl22.jpg,0,train
Gzl/gzl54.jpg,0,train
Gal/Gal045.jpg,0,train
Gal/Gal047.jpg,0,train
FAL/FAL036.JPG,0,train
FAL/FAL054.JPG,0,train
FBL/FBL012.JPG,0,train
FCL/Fcl014.jpg,0,train
FEL/Fel100.jpg,0,train
FFL/FFL006.JPG,0,train
FDL/Fdl020.jpg,0,train
Gcl/Gcl073.jpg,0,train
Ggl/Ggl060.jpg,0,train
Fhl/Fhl082.jpg,0,train
NML/Nml045.jpg,0,train
A2l/Abl183.jpg,0,train
NFL/Nfl044.jpg,0,train
NLL/NLL052.JPG,0,train
NLL/Nll056.jpg,0,train
A2l/Abl189.jpg,0,train
Adl/Adl331.jpg,0,train
Fgl/Fgl020.jpg,0,train
NAL/Nal044.jpg,1,train
NAL/Nal075.jpg,1,train
NAL/Nal084.jpg,1,train
NHL/Nhl009.jpg,1,train
Ael/Ael496.jpg,1,train
FCL/Fcl044.jpg,1,train
Fil/Fil070.jpg,1,train
NAL/Nal025.jpg,1,train
NFL/Nfl063.jpg,1,train
NGL/Ngl039.jpg,1,train
NIL/Nil088.jpg,1,train
NIL/Nil096.jpg,1,train
NIL/Nil100.jpg,1,train
NLL/Nll004.jpg,1,train
FEL/Fel098.jpg,1,train
New/newl032.jpg,1,train
New/newl043.jpg,1,train
NBL/Nbl065.jpg,1,train
NIL/Nil093.jpg,1,train
Gdl/Gdl089.jpg,1,train
New/newl055.jpg,1,train
FCL/FCL054.JPG,1,train
NCL/Ncl093.jpg,0,train
NDL/Ndl054.jpg,0,train
NDL/Ndl061.jpg,0,train
NGL/Ngl060.jpg,0,train
NIL/Nil041.jpg,0,train
NML/NML092.jpg,0,train
Fll/Fll077.jpg,0,train
Fgl/Fgl023.jpg,0,train
NML/Nml043.jpg,0,train
NML/Nml087.jpg,0,train
FDL/FDL026.JPG,0,train
NCL/Ncl010.jpg,0,train
NCL/Ncl014.jpg,0,train
NCL/Ncl064.jpg,0,train
NCL/Ncl079.jpg,0,train
NGL/Ngl074.jpg,0,train
NGL/Ngl096.jpg,0,train
NIL/Nil052.jpg,0,train
A2l/Abl129.jpg,0,train
A3l/Acl201.jpg,0,train
A3l/Acl249.jpg,0,train
Adl/Adl391.jpg,0,train
A3l/Acl239.jpg,0,train
Gzl/gzl10.jpg,0,train
Gzl/gzl84.jpg,0,train
Gzl/gzl32.jpg,0,train
Gzl/gzl36.jpg,0,train
Gal/Gal043.jpg,0,train
Gal/Gal006.jpg,0,train
FAL/Fal020.jpg,0,train
FAL/Fal090.jpg,0,train
FBL/Fbl024.jpg,0,train
FBL/Fbl044.jpg,0,train
FCL/Fcl012.jpg,0,train
FCL/Fcl034.jpg,0,train
FCL/Fcl070.jpg,0,train
FCL/Fcl076.jpg,0,train
FCL/Fcl096.jpg,0,train
FEL/Fel070.jpg,0,train
FFL/Ffl100.jpg,0,train
Fgl/Fgl036.jpg,0,train
Fgl/Fgl008.jpg,0,train
Fll/Fll091.jpg,0,train
Fhl/Fhl078.jpg,0,train
Fml/Fml010.jpg,0,train
Ggl/Ggl090.jpg,0,train
NCL/Ncl071.jpg,0,train
Gal/Gal062.jpg,0,train
NFL/Nfl042.jpg,0,train
NLL/Nll038.jpg,0,train
NLL/Nll048.jpg,0,train
NML/NML032.JPG,0,train
NML/Nml065.jpg,0,train
Ael/Ael521.jpg,0,train
Fgl/Fgl035.jpg,0,train
NBL/Nbl010.jpg,1,train
NBL/Nbl015.jpg,1,train
Gal/Gal240.jpg,1,train
FCL/Fcl040.jpg,1,train
FFL/Ffl080.jpg,1,train
Gcl/Gcl003.jpg,1,train
NAL/Nal018.jpg,1,train
NAL/Nal058.jpg,1,train
NAL/Nal091.jpg,1,train
NBL/Nbl019.jpg,1,train
NBL/Nbl030.jpg,1,train
NGL/Ngl027.jpg,1,train
NIL/Nil070.jpg,1,train
Ael/Ael492.jpg,1,train
Gal/Gal108.jpg,1,train
FAL/Fal078.jpg,1,train
FCL/Fcl026.jpg,1,train
FFL/FFL020.JPG,1,train
FFL/Ffl092.jpg,1,train
FDL/Fdl056.jpg,1,train
Ggl/Ggl058.jpg,1,train
NGL/Ngl004.jpg,1,train
NGL/Ngl088.jpg,1,train
FCl-1/Fcl068.jpg,1,train
Gcl/Gcl052.jpg,1,train
NFL/Nfl074.jpg,0,train
Gzl/gzl82.jpg,0,train
NDL/Ndl075.jpg,0,train
NDL/Ndl056.jpg,0,train
NDL/Ndl058.jpg,0,train
NGL/Ngl037.jpg,0,train
NML/Nml094.jpg,0,train
A3l/Acl225.jpg,0,train
Gal/Gal238.jpg,0,train
NGL/Ngl090.jpg,0,train
NCL/Ncl051.jpg,0,train
NCL/Ncl069.jpg,0,train
NDL/Ndl009.jpg,0,train
NDL/Ndl018.jpg,0,train
NDL/Ndl031.jpg,0,train
NDL/Ndl035.jpg,0,train
NIL/Nil010.jpg,0,train
NLL/Nll062.jpg,0,train
NLL/Nll084.jpg,0,train
NML/Nml006.jpg,0,train
A2l/Abl101.jpg,0,train
A3l/Acl243.jpg,0,train
Adl/Adl333.jpg,0,train
A1l/Aal066.jpg,0,train
A1l/Aal086.jpg,0,train
Adl/Adl319.jpg,0,train
Ael/Ael435.jpg,0,train
A1l/Aal012.jpg,0,train
A2l/Abl153.jpg,0,train
A2l/Abl161.jpg,0,train
A2l/Abl168.jpg,0,train
Adl/Adl348.jpg,0,train
Adl/Adl356.jpg,0,train
Ael/Ael471.jpg,0,train
Gzl/gzl70.jpg,0,train
Gal/Gal010.jpg,0,train
Gal/Gal025.jpg,0,train
Gal/Gal058.jpg,0,train
FAL/FAL042.JPG,0,train
Fll/Fll019.jpg,0,train
FBL/Fbl054.jpg,0,train
FBL/FBL062.JPG,0,train
FBL/Fbl076.jpg,0,train
FBL/Fbl094.jpg,0,train
Fll/Fll039.jpg,0,train
FCL/Fcl024.jpg,0,train
FCL/FCL052.JPG,0,train
FEL/Fel016.jpg,0,train
FEL/Fel034.jpg,0,train
FEL/Fel064.jpg,0,train
FEL/Fel068.jpg,0,train
FEL/Fel084.jpg,0,train
FFL/Ffl078.jpg,0,train
Fgl/Fgl014.jpg,0,train
Fgl/Fgl055.jpg,0,train
Fhl/Fhl038.jpg,0,train
Fhl/Fhl070.jpg,0,train
Fhl/Fhl072.jpg,0,train
Fhl/Fhl074.jpg,0,train
Fhl/Fhl090.jpg,0,train
NML/Nml067.jpg,0,train
NEL/Nel012.jpg,0,train
A3l/Acl285.jpg,0,train
NCL/Ncl100.jpg,0,train
NEL/Nel010.jpg,0,train
FDL/FDL016.JPG,0,train
Ggl/Ggl002.jpg,0,train
NBL/Nbl080.jpg,0,train
A3l/Acl263.jpg,0,train
Gzl/gzl68.jpg,0,train
NAL/Nal077.jpg,1,train
NAL/Nal099.jpg,1,train
NGL/Ngl068.jpg,1,train
NAL/Nal033.jpg,1,train
NAL/Nal049.jpg,1,train
NAL/Nal086.jpg,1,train
NGL/Ngl013.jpg,1,train
NGL/Ngl100.jpg,1,train
NIL/Nil066.jpg,1,train
Gzl/gzl16.jpg,1,train
FBL/FBL046.JPG,1,train
Fll/Fll027.jpg,1,train
NIL/Nil068.jpg,1,train
NIL/Nil082.jpg,1,train
NIL/Nil090.jpg,1,train
FAL/FAL094.JPG,1,train
FCL/Fcl092.jpg,1,train
Fgl/Fgl061.jpg,1,train
Fil/Fil010.jpg,1,train
NBL/Nbl044.jpg,1,train
NBL/Nbl074.jpg,1,train
Fil/Fil040.jpg,1,train
FCL/Fcl016.jpg,1,train
NCL/Ncl020.jpg,0,train
NLL/Nll100.jpg,0,train
Gzl/gzl58.jpg,0,train
Ggl/Ggl026.jpg,0,train
Fgl/Fgl037.jpg,0,train
New/newl030.jpg,0,train
NFL/Nfl050.jpg,0,train
NGL/Ngl072.jpg,0,train
A1l/Aal068.jpg,0,train
Ggl/Ggl006.jpg,0,train
Fgl/Fgl063.jpg,0,train
NBL/Nbl081.jpg,0,train
NCL/Ncl012.jpg,0,train
NDL/ndl013.jpg,0,train
NDL/Ndl027.jpg,0,train
NDL/Ndl037.jpg,0,train
NFL/Nfl052.jpg,0,train
NGL/Ngl049.jpg,0,train
NGL/Ngl053.jpg,0,train
NGL/Ngl094.jpg,0,train
NIL/Nil025.jpg,0,train
NIL/Nil045.jpg,0,train
NIL/Nil054.jpg,0,train
NLL/Nll046.jpg,0,train
NLL/Nll069.jpg,0,train
NLL/Nll102.jpg,0,train
NLL/Nll104.jpg,0,train
NML/Nml018.jpg,0,train
A2l/Abl121.jpg,0,train
A3l/Acl247.jpg,0,train
Adl/Adl344.jpg,0,train
A1l/Aal052.jpg,0,train
A1l/Aal096.jpg,0,train
A2l/Abl139.jpg,0,train
A3l/Acl287.jpg,0,train
A2l/Abl143.jpg,0,train
A3l/Acl279.jpg,0,train
A3l/Acl299.jpg,0,train
Adl/Adl329.jpg,0,train
Adl/Adl335.jpg,0,train
Adl/Adl366.jpg,0,train
Gzl/gzl34.jpg,0,train
FAL/Fal050.jpg,0,train
FBL/Fbl010.jpg,0,train
FBL/Fbl088.jpg,0,train
FCL/FCL018.JPG,0,train
FCL/Fcl038.jpg,0,train
FCL/Fcl094.jpg,0,train
FEL/Fel024.jpg,0,train
FEL/Fel030.jpg,0,train
FEL/Fel082.jpg,0,train
FEL/Fel086.jpg,0,train
FEL/Fel088.jpg,0,train
FFL/FFL004.JPG,0,train
Ggl/Ggl076.jpg,0,train
Fgl/Fgl012.jpg,0,train
Fgl/Fgl005.jpg,0,train
Fgl/Fgl047.jpg,0,train
Fhl/Fhl030.jpg,0,train
Fhl/Fhl076.jpg,0,train
Fhl/Fhl084.jpg,0,train
Fhl/Fhl096.jpg,0,train
Fil/Fil062.jpg,0,train
Fil/Fil094.jpg,0,train
Gal/Gal216.jpg,0,train
NFL/Nfl036.jpg,0,train
A2l/Abl193.jpg,0,train
FFL/Ffl062.jpg,0,train
FFL/Ffl096.jpg,0,train
NEL/Nel005.jpg,0,train
NLL/Nll058.jpg,0,train
NML/Nml063.jpg,0,train
NGL/NGL010.JPG,1,train
NGL/Ngl084.jpg,1,train
Gal/Gal185.jpg,1,train
FCL/FCL074.JPG,1,train
FDL/FDL036.JPG,1,train
Fil/Fil004.jpg,1,train
NGL/Ngl019.jpg,1,train
NGL/Ngl021.jpg,1,train
Gzl/gzl76.jpg,1,train
Fhl/Fhl046.jpg,1,train
New/newl059.jpg,1,train
NBL/Nbl060.jpg,1,train
A1l/Aal002bis.jpg,1,train
Ael/Ael494.jpg,1,train
Gal/Gal220.jpg,1,train
Gal/Gal209.jpg,1,train
FCL/FCL056.JPG,1,train
FCL/FCL084.JPG,1,train
New/newl045.jpg,1,train
NBL/Nbl046.jpg,1,train
NDL/ndl085.jpg,0,train
NML/Nml071.jpg,0,train
Adl/Adl399.jpg,0,train
Gzl/gzl14.jpg,0,train
FBL/FBL042.JPG,0,train
FEL/Fel074.jpg,0,train
Fgl/Fgl074.jpg,0,train
New/newl034.jpg,0,train
Ael/Ael508.jpg,0,validation
Fgl/Fgl090.jpg,0,validation
NBL/Nbl095.jpg,0,validation
NCL/Ncl022.jpg,0,validation
NDL/Ndl025.jpg,0,validation
NGL/Ngl092.jpg,0,validation
NIL/Nil006.jpg,0,validation
NIL/Nil021.jpg,0,validation
NLL/Nll106.jpg,0,validation
NML/Nml002.jpg,0,validation
Adl/Adl387.jpg,0,validation
A3l/Acl245.jpg,0,validation
A3l/Acl251.jpg,0,validation
A3l/Acl264.jpg,0,validation
A1l/Aal099bis.jpg,0,validation
A3l/Acl219.jpg,0,validation
